4332 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,Q01968,Q14258,O14662,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,Q13616,Q14258,Q8WTV0,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P54274,Q14258,Q8N431,P05412,P38398,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,Q01968,Q14258,O14662,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,Q13616,Q14258,Q8WTV0,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4167 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067 P00533,P04637,P00441,Q14258,O00244,P05412,Q15717,P05067
4189 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629
4189 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629
4189 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629
4189 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629 P00533,Q15717,Q8N431,P38398,P54274,P05412,Q14258,P04629
2842 P04637,P54274,Q14258,P00533,P04629,Q8N431,Q15717,P38398 P04637,P54274,Q14258,P00533,P04629,Q8N431,Q15717,P38398
2842 P00533,Q9Y2Z0,Q13618,P04637,P05412,Q6P9F7,P05067,P04629 P00533,Q9Y2Z0,Q13618,P04637,P05412,Q6P9F7,P05067,P04629
4335 Q13541,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238 Q13541,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238
4335 Q13541,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238 Q96H55,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238
4335 P04637,Q9Y6C5,P04629,P05067,P00533,Q14258,Q15717,P49407 P04637,Q9Y6C5,P04629,P05067,P00533,Q14258,Q15717,P49407
4335 Q96H55,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238 Q13541,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238
4335 Q96H55,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238 Q96H55,P04637,P05067,P04629,P00533,Q15717,Q14258,P08238
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q96H55,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q13541,P00533,P04637,Q15717,P05412,P05067,Q14258,P08238
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
6731 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547 Q9Y4K0,P00533,P04637,Q15717,P05412,P05067,Q14258,Q13547
