Q9CPP0 Q6PAC3
Q9Z1X9 Q8BND3
Q8R5F3 Q9ER64
Q99N96 Q99N96
Q8C9D4 Q9WUI1
P70460 P61963
Q9WVM1 Q3UHD9
Q8BT07 Q8BT07
Q8CCJ9 Q8CCJ9
Q61263 Q08460
Q9D906 Q9D906
Q05915 Q05915
Q3V1T4 Q3V1T4
Q08369 Q08369
Q8CHP6 Q8CHP6
Q32NY6 A0A286YD96
P97378 Q9WTZ1
Q9D1C8 Q8C3R1
Q6ZQB6 Q64478
Q9Z0S2 P63006
Q8C804 Q9JJP2
P47809 Q9WUV0
E9PYA3 Q810M1
Q9R1K7 Q91ZG2
P10711 Q9CPY4
Q9Z1E3 Q8BT07
Q3U821 Q3U821
Q80UQ2 A0A0A0MQ90
Q99MW1 B2RSU7
E9Q9R9 E9Q9R9
Q6NS46 P54775
Q8C9X6 Q8C9X6
Q9EST5 Q9EST5
P97496 Q60668
Q9D159 Q9D159
Q8C5Q4 Q6PAR0
P59108 A2APB8
D6RIL3 Q8BKN5
P60670 P60670
Q7TMG8 P97760
Q7TPD1 Q61598
Q9CPP0 Q9CPP0
Q8K349 Q91YI1
Q8BGV3 Q8BGV3
Q6PAC3 Q6P1G2
P56671 P56671
Q8K2F8 Q8K2F8
Q04859 Q04859
Q3URE9 Q3URE9
A0A0R4J0B8 J3QQ44
Q9CQU3 Q8JZQ2
P97496 Q922I7
Q9Z1M2 P0DOV1
Q8BHT7 Q8BHT7
Q8R370 Q8R370
Q8C3R1 D6RGA0
Q3UTJ7 Q3UTJ7
Q8C0C7 Q9WVA3
Q9EQ14 Q8R1H8
A2AIV8 A2AIV8
Q99MS7 Q91ZY2
Q8BWC0 Q8BWC0
Q80VQ1 Q8BXZ1
Q8C428 Q66X22
Q91VM3 Q91VM3
E9Q2M3 E9Q2M3
O35717 O35717
Q7TSQ8 Q8BZR9
P33174 Q9QWT9
Q99KF1 Q99KF1
G3X975 A0A1B0GR87
A0A0U1RNL9 A0A0U1RNL9
Q9Z0G7 Q3UHQ6
Q8BR07 A2A8Z1
Q00899 Q07813
Q8K274 Q8K274
B0V2N1 B0V2N1
Q8BGV3 P97950
D6RGA0 A0A0R4J1N6
P62069 G3UVU5
Q8K284 Q99JR1
Q6ZWY3 Q6ZWY3
P42227 P42227
P35487 P35487
Q61733 Q61733
G3X959 Q9CZY2
Q3TQ03 Q3TQ03
Q8BHN1 Q8K1R3
Q9CX66 Q9CX66
Q14CH1 Q921G9
A0A2I3BQS6 A0A2I3BQS6
A2AKX3 Q99LE6
Q6NSR8 Q60876
Q9CPY3 Q9CX66
A2AJ15 A2AJ15
Q8CI08 Q8CI08
Q9D0C1 Q7TPN9
Q6PDQ2 Q99JR1
Q9D8T0 Q9D8T0
Q6PAC3 Q7TPD1
Q9JI39 O88396
F7B7X2 Q4KMS1
Q62556 Q5SWP3
A0A0U1RNL9 Q9Z1M4
Q05928 Q8VE01
Q62392 Q7TPN9
Q8R0F6 Q9WUV0
P70677 P70677
Q8R3L5 Q8R3L5
D3YX87 E9PUB7
P51908 Q8C8J0
Q922I7 Q8VDM6
Q91YI1 Q8VE91
D3YZU1 D3YZU1
Q810M1 E9PYA3
Q3U145 Q3U145
Q9EST4 P48725
P97950 Q8R0S1
A0A286YDA8 Q9WUR2
Q921V7 A0A0R4J021
Q8BHL6 P70347
Q6RHW0 Q922U2
Q8CH72 A2AQ07
Q9CWV0 Q8R2Q8
Q9D906 P63163
Q52KR2 Q52KR2
Q6P5B0 A0A0R4J098
Q3UHC1 F6YG30
Q8CI96 H3BLC8
P28230 P28230
Q99JH8 Q7TN22
Q641K5 Q61069
Q07563 Q3UQZ7
Q6ZQE4 B1AX39
P70451 Q61152
Q80ZH7 Q80ZH7
P40226 P40226
Q60979 Q60979
O08759 O08759
Q9DB94 Q8CHV6
Q3UNA4 Q9CZY2
Q91VK4 E9Q286
Q922H7 P40646
Q9CQ28 Q923K4
A0A0G2JGZ8 Q7TNV0
Q61471 P70245
P25118 P25118
Q9ERZ0 Q07563
Q8R3L5 Q99PM9
Q8CH72 Q8CH72
G3X8R8 Q3UFM6
A2AQ14 Q8BYL4
P62340 Q05769
P35762 P83741
Q8VC66 Q8VC66
Q8K1C7 Q8K1C7
Q8BND3 Q9DBC3
A3KFM7 Q9WTV7
Q3U4X8 V9GWZ4
P15530 P15530
P14719 H3BLC8
Q9JIY0 Q7M6Y5
A2CG28 A2CG28
Q6P1G2 Q9ER69
Q5BJ29 Q8K4K3
Q61598 Q9CPP0
A2A8Z1 Q99JP0
P59108 Q8K3I4
P68040 P68040
Q6P1G0 Q6ZQB6
P26339 P26339
Q4PJX1 Q4PJX1
Q9D8U3 Q9D8U3
Q8VD00 Q62392
Q8BGR8 Q6PI17
Q9DC29 Q99MV1
Q9DCH4 P18760
Q60675 Q60675
P42230 Q9WUL6
Q8BFX1 Q8BU88
Q8R326 Q8R326
P42582 P42582
Q62383 Q9ER69
Q3URE1 Q8VEK2
Q9WVM1 A2AIV8
Q9CZ04 P35639
Q9D023 Q8JZQ2
Q8C4X1 A0A1Y7VLC3
Q8C341 A2RTG9
Q9JLY7 P70697
Q8BIX3 H3BKQ3
Q9JIG4 Q8CHV6
Q8BZH4 Q8BZH4
G3X924 G3X924
Q61471 G3X959
Q9R1K7 Q9CQ28
P46467 P46467
Q9CXC9 G3X959
Q99MY0 Q99MY0
Q62167 P60122
Q921K9 Q3MI48
O35558 Q62486
P59470 P59470
O35343 O35343
A0A0R4J0V4 A2CG28
G3X8Z7 P0DOV1
A7DTG3 Q80XU3
Q61152 F6YG30
Q499E6 Q9D6D0
Q9R100 P98191
P35487 Q9D1I6
P84104 Q60668
Q9CWV0 Q5NBX1
Q60753 Q60753
Q6P5D3 Q6P5D3
Q8C0J2 Q9D6V8
Q64689 Q91VF5
Q3UZG4 Q64475
Q8CHV6 Q8CHV6
Q8K0C4 Q3ZK22
Q8BVH9 Q09324
D3Z6K8 Q8BUY9
Q78J03 Q78J03
Q9CZY2 G3X959
G3X9P9 A0A1L1SU00
Q9EQC5 Q9WUN2
P59108 P09025
Q64729 Q64729
Q9CPN9 F7C846
P09036 Q62559
A0A0B4J1F1 Q80VP5
Q9D903 Q9D903
P10711 F8VQ40
Q6R0H7 Q9CQU3
A0A0R4J0D7 P09024
Q0P678 Q0P678
B1AZ99 Q8R2Q8
S4R2L8 S4R2L8
E9Q2H1 A0A2I3BQS6
Q9EPB5 Q9EPB5
Q61768 P47757
Q61194 Q61194
Q9ERA0 Q9ERA0
Q9D2F7 P09036
Q9CY50 Q9CY50
Q8VBV3 Q60739
G3XA31 G3XA31
Q9Z1X9 Q80TF4
Q9CRA0 Q9CRA0
Q91Y74 Q91Y74
Q5FW53 Q921V7
B1ASA5 Q8CEC4
Q9R0P5 Q9D8W5
P52432 P52432
Q9WVK4 P61620
Q62415 A2A6A1
E9Q8D0 Q80U38
Q8BT07 Q99PN3
P06151 P06151
Q99MS7 Q68EF4
E9Q2H1 E9Q2H1
P39876 P70696
A0A087WQ16 Q8C3R1
Q60I23 Q60I23
G3UVU5 E9Q2V7
Q5NBX1 Q58Y75
Q60992 Q60992
Q3U9N4 Q9CQC6
Q6P8X1 Q6P8X1
Q9D903 Q9ERU9
O88673 Q4ZJM9
Q8BZR9 Q8C5Q4
Q9WU56 Q8BFP9
Q8CFD4 Q6PFD6
A0A0R4J0M9 Q61035
Q3TPJ7 Q3TPJ7
Q9D031 Q9CR26
Q9D0C1 Q5UAK0
Q91W52 Q80WQ8
Q921G9 Q921G9
Q8K4L0 Q8K4L0
Q8VHN8 P61082
Q9CPY4 P08122
Q8C4X1 G3X9P9
Q9D3S3 Q05928
O54941 O54941
Q9WVG6 Q9WVG6
Q9WTP9 P13373
P00687 P00687
Q60749 E0CYV0
A0A0R4J090 Q9CQ52
Q80TF4 Q9Z1X9
Q5NCI0 Q9CX84
G3X8V6 Q9CZR4
Q9QWT9 Q9QWT9
Q68EF4 Q922X9
P43431 P43431
P48025 P48025
Q8BFX1 Q9DAM5
Q8BT07 Q9Z1E3
P54369 Q8R3L5
Q9D7F7 Q9D7F7
Q9JJ80 Q9JJ80
Q3UHG7 Q8BT18
A0A1D5RLV3 A0A1D5RLV3
Q8BUY9 P00158
Q8R4K8 Q8R4K8
E9Q6E5 Q9D024
A0A0R4J0S9 Q9Z1N9
Q61035 Q6PIP5
G3X9P9 A2CG28
D3Z4R4 Q9DAS1
Q9D2C2 Q9CZW4
Q9R1K7 Q09324
Q9EQW6 Q9EQW6
E9PUJ6 Q3UHD9
O89013 O89013
Q3UC65 Q68EF8
Q9CR73 Q9R0S0
Q3UBG2 Q9CZR4
Q05769 Q641K5
P62192 P62192
Q8CCN1 Q8CCN1
Q8VEJ1 Q8VEJ1
Q5U462 Q99PM9
P83741 M0QW59
Q99K85 O88746
P60605 P60605
F8VQC1 F8VQC1
Q8JZQ2 O35609
O70477 Q8BGE5
D3YYQ7 D3YYQ7
Q5Y5T2 O88875
Q9JI91 Q9CPU7
Q8BFR5 Q8BFR5
Q8BGE5 Q8BGE5
B1AXD8 G3UYS1
P35276 Q8BPB0
Q8CJ70 Q8CJ70
Q9CWT6 Q9CY73
Q6PDQ2 F8WGW3
Q9Z248 Q8BWZ3
G3UZH0 A0A023T778
Q9DAY6 Q9DAY6
Q9CQU3 Q9D2C2
O08582 O08582
A0A087WSD0 B2RPS7
Q8C172 Q8CJ61
P46735 Q9CWK8
Q8C7V3 Q80X73
A0A0R4J057 Q9D8Q6
O88888 O88888
A6H6E2 A6H6E2
Q9JLY7 Q3U717
G3X9P9 O88904
P83887 P83887
P13864 Q64213
Q499D0 Q499D0
G3X960 Q8CFZ4
Q9D1I6 P17564
Q9Z2S7 Q61572
Q8BI08 Q8BI08
Q8BHT7 P97378
Q8QZY9 Q8QZY9
Q9DAJ4 Q9DAJ4
D3YXK6 A0A0R4J0I0
H7BWZ9 H7BWZ9
A0A0A0MQ97 A0A286YD96
A0A0R4J008 Q8BQ10
Q9QXM0 Q9CQR7
O35218 Q99MU3
P27641 P27641
G3X939 G3X939
Q8BR07 Q8VDP3
P51910 Q9Z2F6
A0A0R4J0R3 Q8K3I4
P48725 Q64523
Q9DB94 Q9DB94
Q9QZS8 Q562D6
A0A0R4J0D7 A0A0A6YWI5
Q9CX84 Q8VI93
G3UX69 Q8C4X1
Q924N4 Q924N4
G3X9Z4 Q6PIP5
Q9DA60 Q9DA60
E9PYF7 G3X9J3
Q6P243 Q6P243
Q8QZS5 A2ADB2
Q8VEJ3 Q8VEJ3
Q6P4T2 Q6P4T2
O70176 Q80UQ2
P15806 P15806
P38533 P38533
Q8BXR5 Q8BXR5
Q921W0 G5E8B9
Q810L4 Q810L4
Q3UHD9 P35438
D3YZS9 D3YZS9
Q9D662 Q9D662
Q9R1A8 Q9Z1K5
O88875 O88875
P51637 Q62120
Q99KU0 Q8K0C4
Q9JIK5 Q6NS46
O70477 Q8K2W9
O09172 Q6RHW0
Q9Z0Z7 Q9Z0Z7
Q9QYJ0 Q9QYJ0
Q9D842 Q9D842
A0A1B0GR74 A0A1B0GR74
Q9ESU7 Q99ME2
Q3V157 Q9D275
P51637 Q9QZS8
Q76LS9 Q76LS9
Q9CR78 Q3TEW6
A0A0R4J0I4 B2RXC6
P26955 Q9D1D1
Q8C804 Q9Z1E3
Q7TNV0 Q924K8
A2AIV8 Q3UHD9
P60605 O35609
E9Q411 E9QL65
Q9JIF3 Q9JIF3
Q8K3D3 Q9QXV0
P70426 P70426
Q9CWE0 Q9QY66
O35683 Q8CAE3
Q8K285 P28776
Q6PAC3 Q62383
O54917 O54917
Q9Z0V8 P49183
Q6PGD0 Q6PGD0
A6BLY7 Q8BGZ1
F8WIJ5 D6RH62
A0A0R4J1N6 A0A087WSS2
Q80UQ2 Q80UQ2
Q9D2K4 Q9D2K4
Q9QZN1 Q9D1N9
P19258 P19258
Q9JLY7 Q3U3V8
O35231 O35231
G5E8N7 P09411
A0A0R4J0S2 Q9JHI8
P50207 P50207
Q9R0S2 Q9R0S2
D6RH62 D6RH62
Q5NBX1 Q9CWV0
Q9CQF3 O35286
P49650 Q60771
Q8C142 Q9JHE7
Q3U1J0 Q3U1J0
P59598 Q9CWR2
Q8C9V1 Q8C9V1
P54276 P54276
E9Q658 Q9DAS1
D6RGR1 Q78T81
P63001 P63001
Q9WVH4 Q9WVH4
Q8K003 Q3URE9
Q91VZ5 Q8BRM2
Q8K182 Q8K182
Q3U717 Q9JLY7
P81270 P27048
A6PWE0 Q9D0B6
Q8JZQ2 Q6Q477
Q8R3C0 Q8R3C0
Q6NS46 Q6P4T2
Q9WUZ7 Q9WUZ7
Q9QZS0 A0A0R4J289
Q8QZY9 Q3U8Y1
Q9CYU6 G3X9X1
P80205 P80205
Q3TQB2 Q8BFX1
Q9Z1N9 A0A0R4J0S9
Q6P1G2 Q61598
Q8BT07 G3X8R8
E9QNL4 E9QNL4
Q6PHZ5 Q8BHN1
P97431 Q8K3P0
Q8BFX1 Q3UZ64
Q99PN3 Q99PN3
Q9Z0S2 P13373
P84104 P84104
P49650 E9PXZ3
Q8R3R8 Q8R3R8
A0A0R4J1S3 Q60695
Q61382 Q61382
P70347 P14719
Q922X9 Q68EF4
A2AUC9 Q9D1N9
B2RY56 B2RY56
A0A1B0GR87 G3X975
G3X8V6 P59672
Q80V42 Q80V42
Q9CZ04 P51450
Q91YK2 Q91YK2
B2RXC6 E9Q9B7
Q8CHD8 Q8CHD8
Q6I6G8 Q6I6G8
Q8R3C0 Q9Z1X9
Q8R0S1 Q6J1H4
P63006 Q9WTP9
Q8BKT8 Q8BKT8
D3YX87 Q8C0M0
D6RGR1 A0A0R4J092
G5E8N7 Q9QZQ1
O08788 O08788
Q9D159 Q64326
Q8VC88 Q8VC88
Q80U78 Q80U78
B2RUG9 M0QW59
Q9JJN0 Q9JJN0
Q9D2F7 Q99MS7
Q6NZB1 Q6NZB1
P59941 P59941
Q9Z1M4 Q8BFX1
A0A0R4J090 Q8BJ63
Q8BIP0 E9QL65
Q8C0Q3 P70325
Q8BTH8 Q8BHL6
Q99JR8 E0CYV0
Q6P4T2 Q9CQF3
Q8BH60 Q8BH60
Q9CQS4 Q5FW53
P47757 Q8CIB5
Q6P8I6 Q6P8I6
P58334 Q9WUL8
O35286 Q6PDG5
Q9D8Y8 Q9D8Y8
P97471 P97471
D3YYU8 D3YYU8
B5B2N2 B5B2N2
Q8BK64 Q91VR2
Q76LS9 Q3TTL0
P08030 P08030
E9PYA3 G5E8T9
P70335 P70335
Q7TPD1 Q6PAC3
D3YVH8 A2ADB2
Q9CR73 Q9WTZ0
Q7TMG8 Q9CQI7
Q64368 Q64368
Q8K0C4 Q8K0C4
Q9DBR3 Q61781
Q80UY1 Q80UY1
Q9DBC3 Q9DBC3
Q80U38 P62069
Q99KJ0 Q6NSR8
Q6ZPY2 P97469
Q8C3R1 A0A087WSS2
Q8R2N0 Q8BTH8
Q9QZS0 Q8BGE5
O88509 Q8C0I4
A0A0R4J008 A0A0R4J008
Q9DAM5 Q9CQL5
B2RT41 P27790
Q9CQF3 P54775
A0A0R4J0E0 Q5BU09
F8VQ40 Q9CWR2
A2AQ14 Q9D0B6
Q923F1 Q6Q477
Q8JZQ2 Q923F1
Q8BVU5 P55271
F7DDS0 F8VPN4
Q9DAS1 O88444
P56280 Q60925
Q9CQC6 Q8VD75
Q6P9Z1 A2APB8
Q8R124 Q9QZN1
Q8CG73 Q8CG73
A2ANQ2 B1AXD8
D3Z1S8 D3Z1S8
O35491 O35491
E9QMN1 Q91VR8
Q8CEG5 Q9CQI9
P09024 A0A0R4J0D7
Q8BVG5 Q8BVG5
Q8QZV0 G5E8X2
O35182 P81068
Q9D8Q6 P70347
G5E8B9 Q8CFD4
E9QAE3 E9QAE3
Q8BZ33 Q9CQA1
Q8K2L8 Q8K2L8
Q9JHE7 Q9JHE7
P42581 Q61371
P09926 S4R2L8
Q8JZQ2 Q6R0H7
Q80YD6 Q8BHE5
Q04899 P63318
Q8BKE6 Q921R8
Q6RI63 P50592
Q6R5N8 Q6R5N8
Q56A06 Q56A06
Q9D7J6 Q9D7J6
E9Q349 Q9D2D9
B1AUN2 B1AUN2
Q60771 Q61738
A0A0R4J098 E9PVY8
P16110 P16110
Q61098 Q61098
B1AT60 B1AT60
Q8BJA2 Q8BJA2
Q9WV08 Q9WV08
E9Q5L8 D3YYL3
Q8BI79 A0A0R4J1S3
Q64669 Q64669
D6RGR1 B1AZA5
Q9QXY7 B2RXC2
Q9CXF7 Q9CXF7
Q09163 Q09163
Q8BXZ1 Q80VQ1
Q68EF4 Q9EPB5
Q64436 Q64436
Q8VCZ3 Q8VCZ3
Q3UL97 Q3UL97
O35618 P21981
Q9QZQ1 P47757
P42932 P42932
Q61768 P09411
O54788 O88307
Q7TNF0 Q99MS7
Q5BN45 A0A286YD23
P17564 Q4VBE7
Q9JJP2 Q9Z1E3
D3YXK6 D3YXK6
Q9CQ28 Q9D2D9
Q91VR8 Q6PFE7
P97431 E9QAP1
Q8C4X1 Q8C4X1
P97760 O54941
P50207 P70217
Q9D1C3 Q5M9N4
Q9JI91 P35438
Q9CQC6 Q8R480
Q8BHN1 Q8BHN1
Q6J1H4 Q6P243
F8VQ87 F8VQ87
Q8VEJ1 Q570Y9
Q5U4H9 O35625
Q60771 Q9R100
Q3UHC1 Q8BWT5
P53762 Q9Z2S7
Q8BJW7 Q5XFZ0
D3YVH8 P40646
P10107 P10107
Q8K4F6 Q8K4F6
Q9CQF4 Q9DD02
B2KFW1 B2KFW1
B1AR17 B1AR17
Q8BFZ3 Q8BFZ3
E9PXZ3 Q61738
F7DDS0 Q8K119
Q6PFD6 H7BX05
M9MMK0 M9MMK0
Q9Z138 Q80U63
E9QNR8 Q58FA4
Q91ZD6 Q8BT07
P29452 P29452
Q9Z1R2 Q9Z1R2
E9Q9R9 E9Q6L9
Q9CRB9 Q99LE6
O35253 P55200
O70176 A0A0A0MQ90
Q80TR8 Q80TR8
P01108 P01108
Q7TPW1 P03930
Q4QQM5 Q4QQM5
Q9D6Z0 A0A0R4J0V0
A0A0R4J0V0 Q9CQI9
Q8R2N0 H3BKL1
Q9D084 Q8CEG5
Q8BGZ1 P58390
A8Y5H7 A8Y5H7
Q8C8J0 Q8C8J0
Q62559 P09036
P70697 F6YG30
Q91ZY2 Q91ZY2
A0A0R4J0G9 Q6ZQ11
Q9DAS1 P63013
P33033 P33033
Q64326 Q9D159
A0A286YCV9 Q3TIU4
Q7TPD1 Q9CPP0
Q62120 Q62120
A2AWT5 A2AWT5
Q9CQF4 Q9CQF4
Q8K201 Q9CR26
Q8C079 Q6PHZ5
A0A286YD23 A0A0R4J021
A0A0R4J0V0 Q9WTZ0
P70304 Q62486
Q8CGB6 P35438
F8WI37 Q9Z0Z7
P49650 Q61738
P49769 P49769
Q5U4H9 Q9JJP2
H3BLG8 A0A0R4J099
Q5IRJ6 A0A286YD96
Q6ZPL9 Q6ZPL9
Q8C428 Q8C341
A0A0R4J0M9 Q8C079
E9PUU5 E9PUU5
Q9QYE3 Q8CCJ9
D6RH62 F8WIJ5
Q99LL5 Q99LL5
Q9EPL0 Q9EPL0
A0A0R4J0C0 F6VZ99
A0A0R4J174 A0A0R4J174
O35491 Q923G2
Q8C170 Q3U717
Q80YD6 Q9D9S1
P15920 P15920
P35487 P17564
Q8CHY7 Q8C4V1
Q6R0H7 P60605
Q9D0B6 Q8BYL4
Q9WTZ1 P97378
Q2WG77 Q8BKX7
Q91ZY2 P58390
Q3UH85 Q3UH85
P42337 M0QW59
Q0P5X5 Q91ZY2
P61222 Q9R190
Q9DAX2 Q9DAX2
O08970 Q6P5F7
A0A0R4J099 H3BLG8
O08707 O08707
A0A1B0GSQ5 E9Q557
Q9D8Q6 Q8CI96
O35609 Q9CQQ7
Q9D7C9 Q9D7C9
O09030 O70333
Q5XJY5 Q5XJY5
E9QAB6 E9QAB6
Q8R1F9 Q8BWQ4
Q8BG87 Q8BG87
E9PWB6 E9PWB6
Q4U2R1 Q4U2R1
P26955 Q9R100
D3Z5N8 Q60695
Q8CGB6 A2AIV8
Q8R317 Q8R317
Q14DH7 Q9Z1L4
Q8CG64 Q8CG64
E9PVY8 Q4VBE8
Q60803 Q60803
Q6PIP5 Q9Z138
Q9QZN1 Q80YR6
P04104 P28658
Q8K003 Q60748
Q8BJW5 Q8BJW5
Q6AZB0 Q6AZB0
A0A286YD23 Q5BN45
Q8BFX1 Q3TQB2
Q5BU09 Q499D0
Q61572 Q61572
Q5RL20 Q9QUK6
Q8R5F3 Q8R5F3
E9Q9M9 Q9D4C9
Q8CHP6 Q00899
G3XA20 Q61098
P52482 P52482
A0A1B0GT63 Q148W0
Q5RIM6 F8WI37
P62069 E9Q8D0
Q99PN3 Q8BT07
Q9EQH4 P49183
Q9CUB6 Q99PN3
Q99PN3 Q9Z1E3
A0A1L1STX8 A2AEP2
Q9CPY4 P59598
G5E8B9 H7BX05
O70139 O70139
Q61069 Q05769
Q9D8Q6 H3BKL1
E9Q6Y8 E9Q6Y8
Q8BW96 Q99JX3
Q8BTH8 Q8BTH8
Q9JLH8 Q8BG87
Q32NY6 A0A0A0MQ97
E9PW10 E9PW10
Q8CGK3 Q9D2C2
Q9CZT6 Q9CZT6
Q920G9 Q920G9
Q9D1C3 Q9JHG1
O35558 P70304
Q8BIG7 P49183
Q9CQ40 P97473
P17897 P17897
A0A0J9YTR2 Q8BUY9
A2A8Z1 Q6PAJ3
Q9D3D0 Q3V1N5
P17047 P17047
Q61035 Q9Z138
P28293 P07607
A2ADB2 D3YVH8
P13373 Q9WTP9
Q9R0N0 Q9R0N0
Q3UKJ7 Q8BMA6
Q9Z1X9 F8VPN4
Q9Z0H3 Q9Z0H3
A0A1B0GSQ5 A0A1B0GT67
Q9CQF3 Q6P4T2
Q641K5 Q05769
A2AF53 Q8BVN7
E9PV60 Q8R124
Q9ET39 Q5Y5T2
Q9WUD1 Q9WUD1
Q921S7 Q7TSQ8
Q64478 Q64478
Q62178 Q62381
Q7TPW1 D3Z656
Q3UNH4 Q9DBT5
Q8CGB6 Q8CGB6
Q60864 Q60864
Q80TR8 Q3U4X8
A0A0R4J021 V9GXH0
Q922F4 Q8R550
B2RQ71 P97334
Q8C0N1 A0A0A0MQ90
Q9QXW4 Q9QXW4
P49650 P26955
Q03717 Q03717
Q8BGE5 Q9QZS0
A0A0R4J0G9 A0A1Y7VLV0
Q3UZG4 Q3UZG4
Q8VD04 Q76N33
Q9CR78 D3YXJ5
A2AKB9 A2AKB9
Q8BK67 Q8BK67
G3X960 Q14CH1
E9Q555 Q9CQA1
Q8CEC4 Q99LP8
Q91ZM9 Q91ZM9
Q9JII5 P81270
Q99M80 Q61781
Q80ZW2 A3KFM7
Q6F5E0 Q60771
Q3TTY5 Q922J9
Q80XP8 Q80XP8
P31266 P31266
Q8BUY9 A0A0J9YTR2
B2RSU7 G3X973
Q9D3S9 Q9D0I4
Q8QZS5 E9QNR8
M0QW59 P35762
Q3TTA7 Q8R480
Q3UHQ6 Q3UHQ6
F8VPT6 F8VPT6
Q3TIU4 Q99JN2
A0A1L1SSA4 A0A1L1SSA4
P11680 P11680
Q8C7B8 Q8C7B8
P04351 Q60611
Q9QZB9 Q9QZB9
P63013 A0A0B4J1L1
Q8R2N0 P70347
Q9ES57 Q9ES57
Q6DIC9 Q6DIC9
A2ADB0 Q7TSH3
Q6XUX1 Q6XUX1
Q9R1A8 P81270
A0A0B4J1F0 P98191
Q62486 Q9R0B8
Q8BR27 G3X9F5
O70166 O70166
Q61488 Q61488
Q8R1J3 Q8R1J3
Q5D0E0 Q5D0E0
P55200 P55200
Q3V157 M0QW46
O88875 A0A0B4J1G6
Q9CZU4 Q9CZU4
Q08369 Q64523
Q5NBX1 Q8R2Q8
A0A0B4J1G6 Q3UPE3
Q8VBV3 Q8VBV3
Q8CGB6 Q9WVM1
Q9JHT5 Q9JHT5
Q3UHC1 Q3U3V8
O55082 D3YXR2
Q9Z2B5 Q9Z2B5
P08122 O54917
Q3TWW8 Q3TWW8
Q9DB54 Q62178
Q9D084 Q9D6Z0
B2RT41 Q9QZS0
Q8BHL6 Q8R2N0
E9Q577 Q64669
P31750 P31750
Q3UHD9 Q3UHD9
E9Q2D0 E9Q2D0
Q9CQR7 Q8C6C9
Q3URE1 A4Q9F4
O08791 P27548
Q62421 Q8C4V1
Q99MU3 O35218
Q9CZ52 Q9CZ52
Q8C1Q4 Q91V57
Q8R3P2 Q91V57
Q9D7J7 Q8BHW4
P83510 P83510
P06880 P06880
A0A0A0MQ97 Q9EPS3
F6ZFP8 F6ZFP8
O55070 Q8CFW1
Q91V57 Q91V57
G5E8X2 G5E8X2
A0A1Y7VLV0 Q6ZQ11
A0A0A6YX89 O35618
Q9Z138 O35239
Q8CEF1 Q8CEF1
Q91VH2 A8C756
Q6P2B1 Q9ESJ0
Q6F5E0 Q9R100
A0A0R4J0B8 A0A0R4J0B8
Q8BH59 Q8BH59
O35182 O35182
D3YYZ1 Q8VHP6
Q8BIX3 Q8BIX3
Q9D8Q6 Q8BTH8
O54941 P97760
O35625 G3X8R8
Q8BTH8 H3BKL1
E9QPI5 Q9CRB9
P55271 Q8BRM2
P97432 Q5NCE8
H3BLF0 Q8QZS5
P19324 P19324
Q9ESZ8 Q9ESZ8
Q9WTK7 O35618
Q8R3V6 Q6NZP1
Q9ER69 Q9ER69
A2A6A1 A2A6A1
Q9Z1E3 Q9CUB6
Q922H7 A2ADB2
G3UX69 A0A1Y7VLC3
Q9D1C8 O88622
Q059P4 Q059P4
Q08423 Q64336
Q80U70 Q80U70
Q80TF4 Q9DBC3
P70697 Q8C170
P70347 Q8BHL6
Q9D1T5 Q3URE9
Q922H1 Q6PAJ1
Q64326 P33033
Q9JJP2 Q8C804
Q9D4H1 Q6A009
Q9CX66 Q8BIG7
A6PWE0 A2AQ14
P97785 Q9WTZ1
Q3UPE3 Q9ET39
Q8BGZ1 Q62559
A0A0B4J1F0 P26955
F8VPK0 Q80X98
Q9D2D9 Q9CQ28
A0A0R4J099 Q99NF3
E9Q6L9 E9Q6L9
Q3ULG3 Q3ULG3
Q99JP0 Q8BR07
F8VQ29 F8VQ29
G3X9F7 G3X9F7
Q3TRM8 Q3TRM8
A2AQ07 A2AQ07
P62340 P59110
Q3UHC7 Q6PAJ1
Q9D0C1 Q62392
B1AZA5 Q78T81
Q4QQM5 Q99KU0
Q9CR73 Q9D084
Q99KJ0 Q60876
F8WI37 P70460
Q9CS74 Q9Z1E3
Q925J9 Q925J9
Q8CI08 Q91VM3
Q3U717 P70451
E0CYV0 Q60749
P70392 P70392
A2ABV5 Q8VDP3
B1ARD6 P0DOV1
P28776 O88878
Q9EQH4 Q9Z0V8
Q9D2D9 Q09324
Q9Z1B8 Q7TNV0
Q00286 Q8BW74
P43687 O08966
Q9QUM9 Q9QUM9
Q9D8U3 Q66X22
A0A0A6YWI5 Q60753
O88947 O88947
Q9D7X3 Q9D7X3
P51436 P70426
Q9Z277 Q9Z277
Q62313 Q62313
Q61275 P70304
P09838 P09838
P61967 Q3V1Z0
A0A0J9YTR2 Q9JJU6
Q6NXY1 Q6NXY1
Q61471 Q61471
Q91VJ5 A0A0R4J0V0
O35239 Q61035
Q99J79 Q99J79
Q9D1T5 Q8K003
Q9ET30 Q9ET30
B1ARD6 Q8BWQ4
F8VPN4 Q8R3C0
Q9R007 Q9R007
Q9Z0Z7 P61963
Q8C5L7 P61407
Q3U1F9 Q8K072
P05480 P05480
Q9CQQ7 Q8JZQ2
Q80W37 Q80W37
V9GXH0 Q9CQS4
Q8JZR6 Q8JZR6
Q9JJP2 Q5U4H9
Q9DAS1 D3Z4R4
Q9R0Q3 P17047
O54917 P59598
O88602 Q9WV31
